7:35,605,1309,153,1233,117,17,1733,169,59,1301
18:35,605,1309,153,1233,117,17,1733,169,59,1301
19:35,605,1309,153,1233,117,17,1733,169,59,1301
36:35,605,1309,153,1233,117,17,1733,169,59,1301
37:35,605,1309,153,1233,117,17,1733,169,59,1301
41:35,605,1309,153,1233,117,17,1733,169,59,1301
42:35,605,1309,153,1233,117,17,1733,169,59,1301
43:35,605,1309,153,1233,117,17,1733,169,59,1301
44:35,605,1309,153,1233,117,17,1733,169,59,1301
45:35,605,1309,153,1233,117,17,1733,169,59,1301
46:35,605,1309,153,1233,117,17,1733,169,59,1301
59:35,605,1309,153,1233,117,17,1733,169,59,1301
60:35,605,1309,153,1233,117,17,1733,169,59,1301
69:35,605,1309,153,1233,117,17,1733,169,59,1301
70:35,605,1309,153,1233,117,17,1733,169,59,1301
94:35,605,1309,153,1233,117,17,1733,169,59,1301
106:35,605,1309,153,1233,117,17,1733,169,59,1301
115:35,605,1309,153,1233,117,17,1733,169,59,1301
116:35,605,1309,153,1233,117,17,1733,169,59,1301
142:35,605,1309,153,1233,117,17,1733,169,59,1301
143:35,605,1309,153,1233,117,17,1733,169,59,1301
148:35,605,1309,153,1233,117,17,1733,169,59,1301
150:35,605,1309,153,1233,117,17,1733,169,59,1301
156:35,605,1309,153,1233,117,17,1733,169,59,1301
161:35,605,1309,153,1233,117,17,1733,169,59,1301
171:35,605,1309,153,1233,117,17,1733,169,59,1301
172:35,605,1309,153,1233,117,17,1733,169,59,1301
174:35,605,1309,153,1233,117,17,1733,169,59,1301
177:35,605,1309,153,1233,117,17,1733,169,59,1301
196:35,605,1309,153,1233,117,17,1733,169,59,1301
202:35,605,1309,153,1233,117,17,1733,169,59,1301
211:35,605,1309,153,1233,117,17,1733,169,59,1301
217:35,605,1309,153,1233,117,17,1733,169,59,1301
220:35,605,1309,153,1233,117,17,1733,169,59,1301
223:35,605,1309,153,1233,117,17,1733,169,59,1301
224:35,605,1309,153,1233,117,17,1733,169,59,1301
225:35,605,1309,153,1233,117,17,1733,169,59,1301
228:35,605,1309,153,1233,117,17,1733,169,59,1301
229:35,605,1309,153,1233,117,17,1733,169,59,1301
231:35,605,1309,153,1233,117,17,1733,169,59,1301
232:35,605,1309,153,1233,117,17,1733,169,59,1301
238:35,605,1309,153,1233,117,17,1733,169,59,1301
241:35,605,1309,153,1233,117,17,1733,169,59,1301
245:35,605,1309,153,1233,117,17,1733,169,59,1301
249:35,605,1309,153,1233,117,17,1733,169,59,1301
250:35,605,1309,153,1233,117,17,1733,169,59,1301
253:35,605,1309,153,1233,117,17,1733,169,59,1301
257:35,605,1309,153,1233,117,17,1733,169,59,1301
272:35,605,1309,153,1233,117,17,1733,169,59,1301
273:35,605,1309,153,1233,117,17,1733,169,59,1301
288:35,605,1309,153,1233,117,17,1733,169,59,1301
290:35,605,1309,153,1233,117,17,1733,169,59,1301
291:35,605,1309,153,1233,117,17,1733,169,59,1301
292:35,605,1309,153,1233,117,17,1733,169,59,1301
294:35,605,1309,153,1233,117,17,1733,169,59,1301
328:35,605,1309,153,1233,117,17,1733,169,59,1301
331:35,605,1309,153,1233,117,17,1733,169,59,1301
345:35,605,1309,153,1233,117,17,1733,169,59,1301
361:35,605,1309,153,1233,117,17,1733,169,59,1301
376:35,605,1309,153,1233,117,17,1733,169,59,1301
384:35,605,1309,153,1233,117,17,1733,169,59,1301
401:35,605,1309,153,1233,117,17,1733,169,59,1301
402:35,605,1309,153,1233,117,17,1733,169,59,1301
410:35,605,1309,153,1233,117,17,1733,169,59,1301
448:35,605,1309,153,1233,117,17,1733,169,59,1301
449:35,605,1309,153,1233,117,17,1733,169,59,1301
450:35,605,1309,153,1233,117,17,1733,169,59,1301
452:35,605,1309,153,1233,117,17,1733,169,59,1301
476:35,605,1309,153,1233,117,17,1733,169,59,1301
488:35,605,1309,153,1233,117,17,1733,169,59,1301
490:35,605,1309,153,1233,117,17,1733,169,59,1301
494:35,605,1309,153,1233,117,17,1733,169,59,1301
500:35,605,1309,153,1233,117,17,1733,169,59,1301
514:35,605,1309,153,1233,117,17,1733,169,59,1301
525:35,605,1309,153,1233,117,17,1733,169,59,1301
535:35,605,1309,153,1233,117,17,1733,169,59,1301
536:35,605,1309,153,1233,117,17,1733,169,59,1301
538:35,605,1309,153,1233,117,17,1733,169,59,1301
539:35,605,1309,153,1233,117,17,1733,169,59,1301
564:35,605,1309,153,1233,117,17,1733,169,59,1301
582:35,605,1309,153,1233,117,17,1733,169,59,1301
585:35,605,1309,153,1233,117,17,1733,169,59,1301
590:35,605,1309,153,1233,117,17,1733,169,59,1301
601:35,605,1309,153,1233,117,17,1733,169,59,1301
618:35,605,1309,153,1233,117,17,1733,169,59,1301
624:35,605,1309,153,1233,117,17,1733,169,59,1301
627:35,605,1309,153,1233,117,17,1733,169,59,1301
628:35,605,1309,153,1233,117,17,1733,169,59,1301
632:35,605,1309,153,1233,117,17,1733,169,59,1301
633:35,605,1309,153,1233,117,17,1733,169,59,1301
634:35,605,1309,153,1233,117,17,1733,169,59,1301
646:35,605,1309,153,1233,117,17,1733,169,59,1301
666:35,605,1309,153,1233,117,17,1733,169,59,1301
667:35,605,1309,153,1233,117,17,1733,169,59,1301
669:35,605,1309,153,1233,117,17,1733,169,59,1301
678:35,605,1309,153,1233,117,17,1733,169,59,1301
680:35,605,1309,153,1233,117,17,1733,169,59,1301
681:35,605,1309,153,1233,117,17,1733,169,59,1301
682:35,605,1309,153,1233,117,17,1733,169,59,1301
683:35,605,1309,153,1233,117,17,1733,169,59,1301
684:35,605,1309,153,1233,117,17,1733,169,59,1301
715:35,605,1309,153,1233,117,17,1733,169,59,1301
716:35,605,1309,153,1233,117,17,1733,169,59,1301
741:35,605,1309,153,1233,117,17,1733,169,59,1301
750:35,605,1309,153,1233,117,17,1733,169,59,1301
754:35,605,1309,153,1233,117,17,1733,169,59,1301
756:35,605,1309,153,1233,117,17,1733,169,59,1301
757:35,605,1309,153,1233,117,17,1733,169,59,1301
758:35,605,1309,153,1233,117,17,1733,169,59,1301
763:35,605,1309,153,1233,117,17,1733,169,59,1301
773:35,605,1309,153,1233,117,17,1733,169,59,1301
774:35,605,1309,153,1233,117,17,1733,169,59,1301
775:35,605,1309,153,1233,117,17,1733,169,59,1301
782:35,605,1309,153,1233,117,17,1733,169,59,1301
784:35,605,1309,153,1233,117,17,1733,169,59,1301
793:35,605,1309,153,1233,117,17,1733,169,59,1301
803:35,605,1309,153,1233,117,17,1733,169,59,1301
813:35,605,1309,153,1233,117,17,1733,169,59,1301
815:35,605,1309,153,1233,117,17,1733,169,59,1301
817:35,605,1309,153,1233,117,17,1733,169,59,1301
818:35,605,1309,153,1233,117,17,1733,169,59,1301
823:35,605,1309,153,1233,117,17,1733,169,59,1301
825:35,605,1309,153,1233,117,17,1733,169,59,1301
833:35,605,1309,153,1233,117,17,1733,169,59,1301
835:35,605,1309,153,1233,117,17,1733,169,59,1301
838:35,605,1309,153,1233,117,17,1733,169,59,1301
844:35,605,1309,153,1233,117,17,1733,169,59,1301
850:35,605,1309,153,1233,117,17,1733,169,59,1301
856:35,605,1309,153,1233,117,17,1733,169,59,1301
857:35,605,1309,153,1233,117,17,1733,169,59,1301
874:35,605,1309,153,1233,117,17,1733,169,59,1301
891:35,605,1309,153,1233,117,17,1733,169,59,1301
899:35,605,1309,153,1233,117,17,1733,169,59,1301
900:35,605,1309,153,1233,117,17,1733,169,59,1301
911:35,605,1309,153,1233,117,17,1733,169,59,1301
918:35,605,1309,153,1233,117,17,1733,169,59,1301
925:35,605,1309,153,1233,117,17,1733,169,59,1301
926:35,605,1309,153,1233,117,17,1733,169,59,1301
937:35,605,1309,153,1233,117,17,1733,169,59,1301
949:35,605,1309,153,1233,117,17,1733,169,59,1301
964:35,605,1309,153,1233,117,17,1733,169,59,1301
970:35,605,1309,153,1233,117,17,1733,169,59,1301
977:35,605,1309,153,1233,117,17,1733,169,59,1301
981:35,605,1309,153,1233,117,17,1733,169,59,1301
982:35,605,1309,153,1233,117,17,1733,169,59,1301
984:35,605,1309,153,1233,117,17,1733,169,59,1301
992:35,605,1309,153,1233,117,17,1733,169,59,1301
993:35,605,1309,153,1233,117,17,1733,169,59,1301
998:35,605,1309,153,1233,117,17,1733,169,59,1301
1000:35,605,1309,153,1233,117,17,1733,169,59,1301
